Fuel_consumption,Accelerator_Pedal_value,Absolute_throttle_position,Engine_speed,Current_Gear,Gear_Selection,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Calculated_road_gradient,Steering_wheel_speed,Steering_wheel_angle
0.0,0.0,14.9,1423,5,5,-0.4,1,1.0,0,0.4
0.0,0.0,14.9,1395,5,5,-0.4,1,0.0,0,-0.4
0.0,0.0,14.5,1333,5,5,-1.0,2,0.0,0,0.1
0.0,0.0,14.9,1513,4,5,-1.9,2,0.0,0,-0.6
0.0,0.0,14.9,1318,4,5,-2.4,2,0.0,0,-2.1
230.4,0.0,13.7,885,4,5,-2.8,2,0.0,20,-26.8
384.0,0.0,15.3,877,3,5,-2.8,2,0.0,16,-43.4
422.4,0.0,14.9,829,1,5,-1.6,2,-9.0,4,-35.2
345.6,0.0,14.5,734,1,5,0.0,2,0.0,0,-34.7
281.6,0.0,14.1,636,0,6,0.0,2,0.0,0,-34.7
281.6,0.0,13.7,641,0,6,0.0,2,0.0,0,-34.7
230.4,0.0,13.7,633,0,6,0.0,2,0.0,0,-34.7
230.4,0.0,13.7,634,0,6,0.0,2,0.0,0,-34.8
217.6,0.0,13.7,629,0,6,0.0,2,0.0,0,-32.2
243.2,0.0,13.7,624,1,5,0.0,2,0.0,0,-32.4
243.2,0.0,14.1,623,1,5,0.1,2,0.0,8,-44.1
243.2,0.0,14.1,621,1,5,0.2,2,0.0,0,-52.4
256.0,0.0,14.1,625,1,5,0.2,2,0.0,28,-83.7
256.0,0.0,14.1,631,1,5,0.0,2,0.0,16,-88.1
256.0,0.0,14.1,627,1,5,-0.5,2,0.0,20,-70.1
243.2,0.0,14.1,627,1,5,0.0,2,0.0,8,-61.0
243.2,0.0,14.1,627,0,6,0.0,2,0.0,0,-63.5
243.2,0.0,13.7,641,0,6,0.0,2,0.0,8,-68.5
217.6,0.0,13.7,640,0,6,0.0,2,0.0,0,-68.5
204.8,0.0,13.7,626,0,6,0.0,2,0.0,0,-67.8
204.8,0.0,13.7,624,0,6,0.0,2,0.0,60,2.5
230.4,0.0,13.7,638,0,6,0.0,2,0.0,72,-40.8
204.8,0.0,13.7,622,0,6,0.0,2,0.0,60,23.1
217.6,0.0,13.7,637,0,6,0.0,2,0.0,40,-19.8
204.8,0.0,13.7,628,0,6,0.0,2,0.0,0,-19.8
204.8,0.0,13.7,626,0,6,0.0,2,0.0,0,-19.7
204.8,0.0,13.7,629,0,6,0.0,2,0.0,0,-20.0
217.6,0.0,13.7,629,0,6,0.0,2,0.0,0,-19.8
204.8,0.0,13.7,629,0,6,0.0,2,0.0,0,-19.9
204.8,0.0,13.7,625,0,6,0.0,2,0.0,0,-20.1
217.6,0.0,13.7,632,0,6,0.0,2,0.0,0,-20.1
204.8,0.0,13.7,626,0,6,0.0,2,0.0,0,-21.8
204.8,0.0,13.3,630,0,6,0.0,2,0.0,0,-22.1
204.8,0.0,13.7,627,0,6,0.0,2,0.0,0,-22.1
204.8,0.0,13.7,625,0,6,0.0,2,0.0,0,-22.1
204.8,0.0,13.7,628,0,6,0.0,2,0.0,0,-22.1
204.8,0.0,13.3,631,0,6,0.0,2,0.0,0,-22.1
204.8,0.0,13.7,627,0,6,0.0,2,0.0,0,-21.9
204.8,0.0,13.7,632,0,6,0.0,2,0.0,0,-22.1
38.4,0.0,13.7,628,0,6,0.0,2,0.0,0,-21.7
204.8,0.0,13.7,627,0,6,0.0,2,0.0,0,-21.7
204.8,0.0,13.7,629,0,6,0.0,2,0.0,0,-21.8
204.8,0.0,13.7,626,0,6,0.0,2,0.0,0,-22.1
204.8,0.0,13.7,628,0,6,0.0,2,0.0,0,-21.9
204.8,0.0,13.7,629,0,6,0.0,2,0.0,0,-21.9
204.8,0.0,13.3,633,0,6,0.0,2,0.0,0,-21.9
204.8,0.0,13.7,627,0,6,0.0,2,0.0,0,-21.8
204.8,0.0,13.7,630,0,6,0.0,2,0.0,0,-21.8
204.8,0.0,13.7,633,0,6,0.0,2,0.0,0,-22.1
192.0,0.0,13.7,627,0,6,0.0,2,0.0,0,-21.8
204.8,0.0,13.7,629,0,6,0.0,2,0.0,0,-21.9
204.8,0.0,13.7,629,0,6,0.0,2,0.0,0,-21.8
204.8,0.0,13.7,630,0,6,0.0,2,0.0,0,-22.2
204.8,0.0,13.7,632,0,6,0.0,2,0.0,0,-22.1
192.0,0.0,13.7,629,0,6,0.0,2,0.0,0,-22.1
204.8,0.0,13.7,624,0,6,0.0,2,0.0,0,-21.9
204.8,0.0,13.7,631,0,6,0.0,2,0.0,0,-21.8
204.8,0.0,13.7,635,0,6,0.0,2,0.0,0,-21.9
192.0,0.0,13.7,627,0,6,0.0,2,0.0,0,-22.2
192.0,0.0,13.7,630,0,6,0.0,2,0.0,0,-22.1
192.0,0.0,13.7,629,0,6,0.0,2,0.0,0,-22.1
204.8,0.0,13.7,629,0,6,0.0,2,0.0,0,-21.8
192.0,0.0,13.7,626,0,6,0.0,2,0.0,0,-22.2
204.8,0.0,13.3,631,0,6,0.0,2,0.0,0,-22.1
204.8,0.0,13.3,633,0,6,0.0,2,0.0,0,-22.1
192.0,0.0,13.7,624,0,6,0.0,2,0.0,0,-22.2
217.6,0.0,13.3,630,0,6,0.0,2,0.0,0,-21.8
192.0,0.0,13.3,629,0,6,0.0,2,0.0,0,-21.9
204.8,0.0,13.7,630,0,6,0.0,2,0.0,0,-21.9
192.0,0.0,13.7,627,0,6,0.0,2,0.0,0,-22.2
0.0,0.0,13.7,620,0,6,0.0,2,0.0,0,-22.2
204.8,0.0,13.7,626,0,6,0.0,2,0.0,0,-22.2
204.8,0.0,13.7,628,0,6,0.0,2,0.0,0,-22.1
204.8,0.0,13.7,627,0,6,0.0,2,0.0,0,-22.1
204.8,0.0,13.7,629,0,6,0.0,2,0.0,0,-21.9
192.0,0.0,13.7,627,0,6,0.0,2,0.0,0,-20.5
204.8,0.0,13.7,630,1,5,0.0,2,0.0,0,-20.7
243.2,0.0,13.7,610,1,5,0.0,2,0.0,0,-25.9
230.4,0.0,14.1,625,1,5,0.0,2,0.0,0,-26.4
243.2,0.0,13.7,631,1,5,0.1,1,0.0,0,-26.3
256.0,0.0,14.5,695,1,5,0.3,1,0.0,0,-21.7
601.6,0.0,16.9,1169,1,5,1.1,1,0.0,4,-13.3
934.4,0.0,19.2,1553,1,5,1.4,1,14.5,4,-23.6
704.0,0.0,16.5,1757,1,5,0.5,1,0.0,20,-52.4
473.6,0.0,16.1,1489,2,5,0.2,1,0.0,12,-61.1
499.2,0.0,16.1,1321,2,5,0.2,1,0.0,32,-25.8
563.2,0.0,16.9,1421,2,5,0.2,1,0.0,4,-20.3
550.4,0.0,16.5,1496,2,5,0.2,1,0.0,0,-14.4
435.2,0.0,14.9,1453,2,5,0.0,1,0.5,8,1.8
281.6,0.0,14.1,1272,2,5,-0.3,1,1.0,32,37.9
230.4,0.0,13.7,1118,2,5,-0.3,1,0.0,48,88.6
294.4,0.0,14.5,1129,2,5,-0.2,1,0.0,12,102.9
448.0,0.0,15.7,1281,2,5,0.0,1,0.0,36,135.3
883.2,0.0,19.6,1540,2,5,0.6,1,0.0,28,111.2
1152.0,0.0,19.2,1838,2,5,0.8,1,0.0,4,104.7
678.4,0.0,17.6,1786,2,5,0.1,1,0.5,0,98.0
1280.0,0.0,21.2,1996,2,5,0.8,1,1.5,44,45.2
1408.0,0.0,21.2,2217,2,5,0.8,1,2.5,40,9.3
1228.8,0.0,20.8,1891,3,5,0.7,1,3.0,0,5.9
1280.0,0.0,21.2,1944,3,5,0.6,1,3.0,12,-10.0
1523.2,0.0,22.4,2113,3,5,0.7,1,2.5,4,-10.9
1523.2,0.0,21.6,2193,3,5,0.6,1,3.0,0,-10.0
665.6,0.0,16.9,1784,4,5,0.1,1,4.0,0,-1.6
563.2,0.0,16.5,1665,4,5,0.0,1,3.5,0,0.1
704.0,0.0,17.6,1711,4,5,0.1,1,2.0,0,0.9
1024.0,0.0,20.0,1798,4,5,0.3,1,1.5,0,-2.0
1126.4,0.0,20.0,1734,4,5,0.4,1,1.5,0,-2.4
1036.8,0.0,19.2,1775,4,5,0.3,1,1.5,0,0.5
883.2,0.0,18.0,1816,4,5,0.2,1,1.5,8,4.4
576.0,0.0,16.1,1813,4,5,0.0,1,2.0,4,-4.2
230.4,0.0,14.9,1739,4,5,-0.7,2,2.5,0,-5.7
0.0,0.0,15.3,1582,4,5,-1.3,2,2.5,0,-2.5
0.0,0.0,14.5,1347,4,5,-1.3,2,2.5,0,1.6
0.0,0.0,13.7,1265,4,5,-0.7,1,2.5,16,18.5
576.0,0.0,17.3,1601,3,5,-0.1,1,2.5,8,6.9
1318.4,0.0,20.8,1867,3,5,0.6,1,2.0,4,5.4
1459.2,0.0,21.2,1922,3,5,0.7,1,2.0,4,2.7
1049.6,0.0,18.0,1893,3,5,0.4,1,3.0,0,2.0
524.8,0.0,16.9,1664,4,5,0.0,1,4.0,4,8.2
844.8,0.0,18.4,1629,4,5,0.2,1,4.0,0,2.4
844.8,0.0,18.4,1667,4,5,0.2,1,3.5,0,0.1
1113.6,0.0,20.8,1799,4,5,0.4,1,2.0,0,1.0
1561.6,0.0,23.1,2006,4,5,0.6,1,2.0,0,0.9
1228.8,0.0,19.2,1854,4,5,0.4,1,2.0,0,0.5
371.2,0.0,14.1,1690,4,5,-0.2,1,2.5,0,0.0
384.0,0.0,15.3,1682,4,5,-0.2,1,2.5,0,0.3
358.4,0.0,14.5,1641,4,5,-0.2,1,2.0,4,3.6
153.6,0.0,14.9,1597,4,5,-0.4,1,1.5,0,6.9
371.2,0.0,14.9,1554,4,5,-0.1,1,1.5,0,5.1
588.8,0.0,17.3,1553,4,5,0.0,1,1.0,0,4.5
1139.2,0.0,19.6,1595,4,5,0.4,1,0.5,0,5.5
960.0,0.0,18.8,1639,4,5,0.3,1,1.0,0,3.6
640.0,0.0,15.7,1663,4,5,0.0,1,2.0,0,6.6
281.6,0.0,14.5,1640,4,5,-0.3,1,2.0,0,10.3
294.4,0.0,14.5,1596,4,5,-0.2,1,2.0,0,11.0
166.4,0.0,14.5,1525,4,5,-0.4,1,1.5,0,7.2
0.0,0.0,15.3,1468,4,5,-0.4,1,1.0,0,4.6
89.6,0.0,14.9,1420,4,5,-0.3,1,1.0,0,-1.0
486.4,0.0,15.7,1458,4,5,0.0,1,1.0,0,-1.7
716.8,0.0,17.6,1532,4,5,0.1,1,1.0,0,-1.6
883.2,0.0,18.0,1618,4,5,0.2,1,1.0,0,3.3
652.8,0.0,16.9,1552,4,5,0.1,1,1.5,0,-0.7
640.0,0.0,16.9,1491,4,5,0.1,1,2.0,0,0.1
563.2,0.0,15.7,1466,4,5,0.0,1,2.0,0,1.9
204.8,0.0,14.1,1399,4,5,-0.4,1,2.5,0,5.1
0.0,0.0,14.5,1367,4,5,-0.4,1,2.5,20,24.3
0.0,0.0,14.1,1287,4,5,-0.4,1,2.5,60,-37.2
0.0,0.0,13.7,1219,4,5,-0.4,1,2.0,8,-14.1
0.0,0.0,13.7,1115,4,5,-0.4,1,1.5,32,17.4
294.4,0.0,14.5,1088,3,5,-0.3,1,1.5,0,19.0
448.0,0.0,15.7,1504,3,5,0.0,1,1.5,0,10.9
1254.4,0.0,21.6,1782,3,5,0.5,1,1.5,8,1.6
2252.8,0.0,46.7,2000,3,5,1.2,1,1.5,0,0.9
2368.0,0.0,50.2,2000,3,5,1.1,1,1.5,0,0.0
2496.0,0.0,41.6,2175,3,5,1.1,1,1.5,0,1.1
2444.8,0.0,29.8,2374,3,5,1.0,1,2.0,0,1.5
2060.8,0.0,25.1,2317,3,5,0.7,1,2.5,0,-0.9
1753.6,0.0,24.3,2037,4,5,0.6,1,2.5,0,2.2
1664.0,0.0,22.4,2128,4,5,0.5,1,2.0,0,1.8
1472.0,0.0,21.2,2197,4,5,0.4,1,2.5,0,1.6
934.4,0.0,17.6,1875,5,5,0.1,1,2.5,0,0.3
448.0,0.0,14.9,1607,5,5,-0.1,1,2.0,0,1.3
371.2,0.0,14.9,1572,5,5,-0.2,1,1.5,0,9.8
371.2,0.0,14.9,1548,5,5,-0.2,1,1.5,4,0.9
384.0,0.0,14.9,1525,5,5,-0.2,1,1.5,4,-2.4
524.8,0.0,16.9,1516,5,5,-0.1,1,1.5,0,-0.9
1152.0,0.0,21.2,1530,5,5,0.3,1,1.5,0,2.9
1241.6,0.0,21.6,1549,5,5,0.3,1,1.5,4,0.8
1011.2,0.0,18.8,1572,5,5,0.2,1,2.0,0,0.8
780.8,0.0,18.0,1580,5,5,0.1,1,2.0,0,1.2
819.2,0.0,18.0,1581,5,5,0.1,1,2.0,0,1.1
806.4,0.0,18.0,1583,5,5,0.1,1,2.5,0,0.5
524.8,0.0,15.7,1577,5,5,-0.1,1,2.0,0,0.5
448.0,0.0,15.7,1556,5,5,-0.1,1,1.5,0,1.8
473.6,0.0,16.1,1536,5,5,-0.1,1,2.0,0,5.5
460.8,0.0,15.7,1517,5,5,-0.1,1,2.0,0,6.9
268.8,0.0,14.1,1466,5,5,-0.3,1,2.0,0,6.3
0.0,0.0,14.9,1423,5,5,-0.4,1,2.0,0,8.0
0.0,0.0,14.5,1357,5,5,-0.4,1,2.0,0,5.8
64.0,0.0,14.9,1594,5,5,-0.5,1,2.0,0,5.7
473.6,0.0,15.7,1783,4,5,-0.1,1,2.0,0,3.0
524.8,0.0,16.1,1755,4,5,-0.1,1,2.0,0,-0.5
524.8,0.0,16.1,1721,4,5,-0.1,1,3.0,0,5.5
512.0,0.0,16.1,1661,4,5,0.0,1,3.0,0,2.3
486.4,0.0,16.1,1596,4,5,0.0,1,3.0,0,-1.4
908.8,0.0,19.2,1746,4,5,0.2,1,3.5,0,-2.0
1190.4,0.0,20.4,1844,4,5,0.4,1,3.0,0,-2.0
1536.0,0.0,22.7,1999,4,5,0.6,1,3.5,0,-0.9
844.8,0.0,16.5,1813,4,5,0.2,1,4.0,0,-0.7
793.6,0.0,18.8,1797,4,5,0.1,1,4.5,0,2.3
1305.6,0.0,21.2,1946,4,5,0.4,1,4.5,0,6.2
1433.6,0.0,22.0,2025,4,5,0.5,1,3.5,0,4.4
1484.8,0.0,22.0,2080,4,5,0.5,1,3.0,0,4.7
1459.2,0.0,21.6,2132,4,5,0.5,1,3.0,0,0.9
1241.6,0.0,19.6,2131,4,5,0.3,1,3.0,0,-0.3
819.2,0.0,17.3,2081,4,5,0.1,1,2.5,0,0.0
550.4,0.0,16.1,2023,4,5,-0.1,1,2.0,0,2.1
678.4,0.0,17.3,2032,4,5,0.0,1,1.5,0,2.0
729.6,0.0,17.6,2014,4,5,0.0,1,1.5,0,2.2
704.0,0.0,17.6,1976,4,5,0.0,1,1.5,0,0.1
614.4,0.0,16.1,1969,4,5,0.0,1,2.0,0,0.0
486.4,0.0,16.1,1949,4,5,-0.1,1,1.5,0,0.3
1228.8,0.0,21.2,1990,4,5,0.3,1,1.5,0,0.5
1318.4,0.0,20.4,2029,4,5,0.4,1,1.5,0,1.7
908.8,0.0,17.3,2063,4,5,0.1,1,2.0,0,3.0
371.2,0.0,14.5,1702,4,5,-0.2,1,2.5,0,1.9
320.0,0.0,14.5,1379,5,5,-0.3,2,2.5,0,-0.9
320.0,0.0,14.5,1385,5,5,-0.6,2,2.5,0,2.2
153.6,0.0,13.7,1257,5,5,-1.1,2,2.5,0,4.0
115.2,0.0,13.3,983,5,5,-1.2,2,2.5,0,6.2
256.0,0.0,13.7,954,4,5,-1.5,2,2.5,0,6.5
243.2,0.0,13.7,884,4,5,-1.5,2,2.5,4,-3.5
268.8,0.0,14.1,906,3,5,-1.6,2,2.5,0,-7.5
320.0,0.0,14.5,919,3,5,-1.5,2,2.0,0,-8.1
371.2,0.0,14.5,840,0,6,-1.5,2,1.5,4,-1.7
332.8,0.0,14.1,837,0,6,-1.7,2,-7.5,0,-1.3
243.2,0.0,13.7,745,0,6,0.1,2,0.0,0,-1.1
192.0,0.0,13.3,631,0,6,0.0,2,0.0,0,-0.9
204.8,0.0,13.3,621,0,6,0.0,2,0.0,0,-0.9
204.8,0.0,13.3,622,0,6,0.0,2,0.0,0,-0.9
204.8,0.0,13.3,623,0,6,0.0,2,0.0,0,-0.9
0.0,0.0,13.3,637,0,6,0.0,2,0.0,0,-0.9
204.8,0.0,13.3,631,0,6,0.0,2,0.0,0,-0.9
204.8,0.0,13.3,627,0,6,0.0,2,0.0,0,-0.9
204.8,0.0,13.3,633,0,6,0.0,2,0.0,0,-0.7
204.8,0.0,13.3,628,0,6,0.0,2,0.0,0,-0.5
204.8,0.0,13.3,628,0,6,0.0,2,0.0,0,-2.2
204.8,0.0,13.3,629,0,6,0.0,2,0.0,0,-3.4
204.8,0.0,13.3,627,0,6,0.0,2,0.0,0,-1.4
204.8,0.0,13.3,626,0,6,0.0,2,0.0,0,0.1
204.8,0.0,13.3,628,0,6,0.0,2,0.0,0,0.4
204.8,0.0,13.3,630,0,6,0.0,2,0.0,0,0.3
204.8,0.0,13.3,632,0,6,0.0,2,0.0,0,0.2
204.8,0.0,13.3,636,0,6,0.0,2,0.0,0,2.4
204.8,0.0,13.3,628,0,6,0.0,2,0.0,0,1.5
204.8,0.0,13.3,629,0,6,0.0,2,0.0,0,-0.5
204.8,0.0,13.3,627,0,6,0.0,2,0.0,0,-0.9
204.8,0.0,13.3,629,0,6,0.0,2,0.0,0,-1.3
204.8,0.0,13.3,627,0,6,0.0,2,0.0,0,-1.4
204.8,0.0,13.3,630,0,6,0.0,2,0.0,0,-1.6
204.8,0.0,13.3,626,0,6,0.0,2,0.0,0,-1.5
204.8,0.0,13.3,628,0,6,0.0,2,0.0,0,-1.6
204.8,0.0,13.3,629,0,6,0.0,2,0.0,0,-1.2
204.8,0.0,13.3,627,0,6,0.0,2,0.0,0,-1.4
204.8,0.0,13.3,629,0,6,0.0,2,0.0,0,-1.4
204.8,0.0,13.3,632,0,6,0.0,2,0.0,0,-1.4
204.8,0.0,13.3,629,0,6,0.0,2,0.0,0,-1.3
204.8,0.0,13.3,625,0,6,0.0,2,0.0,0,-1.2
204.8,0.0,13.3,627,0,6,0.0,2,0.0,0,-1.2
204.8,0.0,13.3,632,0,6,0.0,2,0.0,0,-1.5
204.8,0.0,13.3,627,0,6,0.0,2,0.0,0,-1.4
217.6,0.0,13.3,630,0,6,0.0,2,0.0,0,-1.3
38.4,0.0,13.3,625,0,6,0.0,2,0.0,0,-0.5
204.8,0.0,13.3,628,0,6,0.0,2,0.0,0,-0.3
204.8,0.0,13.3,632,0,6,0.0,2,0.0,0,-0.5
204.8,0.0,13.3,623,0,6,0.0,2,0.0,0,0.0
204.8,0.0,13.3,627,0,6,0.0,2,0.0,0,0.0
217.6,0.0,13.7,632,1,5,0.1,1,0.0,0,0.1
473.6,0.0,16.5,940,1,5,0.8,1,0.0,0,-1.3
1382.4,0.0,21.6,1769,1,5,2.3,1,14.0,0,1.6
1292.8,0.0,20.4,2053,1,5,1.1,1,0.0,4,8.2
1164.8,0.0,20.0,1850,2,5,1.0,1,0.0,4,11.3
1664.0,0.0,24.3,2068,2,5,1.2,1,0.0,0,13.0
2624.0,0.0,32.5,2462,2,5,1.4,1,1.0,0,12.5
2060.8,0.0,23.5,2627,2,5,0.9,1,1.5,0,13.1
1484.8,0.0,21.6,2122,3,5,0.6,1,2.5,8,2.1
1728.0,0.0,22.7,2248,3,5,0.7,1,2.5,0,2.6
1318.4,0.0,20.0,2109,3,5,0.4,1,3.0,0,7.7
486.4,0.0,14.9,1653,4,5,-0.1,1,3.5,0,7.8
320.0,0.0,14.5,1448,4,5,-0.3,1,3.5,16,-2.4
409.6,0.0,15.3,1602,4,5,-0.1,1,3.5,4,3.6
947.2,0.0,19.2,1738,4,5,0.2,1,2.5,0,1.9
755.2,0.0,17.6,1650,4,5,0.1,1,2.0,0,1.6
627.2,0.0,17.3,1624,4,5,0.0,1,2.0,4,6.6
1164.8,0.0,21.2,1673,4,5,0.4,1,2.0,0,6.3
1228.8,0.0,20.4,1718,4,5,0.4,1,2.5,0,3.7
537.6,0.0,14.9,1734,4,5,-0.1,1,3.0,0,4.1
153.6,0.0,14.1,1396,4,5,-0.3,1,3.5,4,-2.3
179.2,0.0,13.3,1008,4,5,-0.4,1,3.5,0,-0.8
179.2,0.0,13.3,954,4,5,-0.4,2,2.5,0,-1.6
192.0,0.0,13.3,906,4,5,-0.8,2,2.0,0,-1.9
192.0,0.0,13.3,863,4,5,-0.9,2,2.0,0,-3.4
204.8,0.0,13.3,832,4,5,-1.0,2,2.0,0,-3.0
217.6,0.0,13.3,848,3,5,-1.1,2,2.0,0,-3.0
268.8,0.0,13.7,1007,3,5,-1.0,2,2.0,0,-3.4
268.8,0.0,14.5,927,3,5,-0.9,2,1.5,0,-3.9
332.8,0.0,14.5,862,3,5,-0.6,2,0.5,0,-7.7
332.8,0.0,14.5,833,3,5,-0.5,2,0.0,0,-6.4
345.6,0.0,14.5,838,3,5,-0.5,2,0.0,0,-5.6
268.8,0.0,13.7,805,1,5,-0.7,2,-4.0,0,-2.6
320.0,0.0,14.5,770,1,5,-0.4,2,0.0,0,-1.9
64.0,0.0,13.7,671,0,6,0.0,2,0.0,0,-1.2
204.8,0.0,13.3,637,0,6,0.1,2,0.0,0,-1.6
204.8,0.0,13.3,626,0,6,0.1,2,0.0,0,-1.9
204.8,0.0,13.3,627,0,6,0.1,2,0.0,0,-1.7
204.8,0.0,13.3,626,0,6,0.1,2,0.0,0,-1.7
204.8,0.0,13.3,627,0,6,0.1,2,0.0,0,-1.9
204.8,0.0,13.3,627,0,6,0.1,2,0.0,0,-1.6
204.8,0.0,13.3,629,0,6,0.1,2,0.0,0,-1.9
204.8,0.0,13.3,627,0,6,0.1,2,0.0,0,-2.1
204.8,0.0,13.3,631,0,6,0.1,2,0.0,0,-1.9
217.6,0.0,13.3,634,0,6,0.1,2,0.0,0,-1.4
204.8,0.0,13.3,624,0,6,0.1,2,0.0,0,-1.6
204.8,0.0,13.3,628,0,6,0.1,2,0.0,0,-1.6
217.6,0.0,13.3,631,0,6,0.1,2,0.0,0,-0.9
204.8,0.0,13.3,633,0,6,0.1,2,0.0,0,0.0
204.8,0.0,13.3,625,0,6,0.1,2,0.0,0,0.0
204.8,0.0,13.3,629,0,6,0.1,2,0.0,0,0.1
204.8,0.0,13.3,628,0,6,0.1,2,0.0,0,0.0
204.8,0.0,13.3,625,0,6,0.1,2,0.0,0,0.0
204.8,0.0,13.3,633,0,6,0.1,2,0.0,0,0.0
204.8,0.0,13.3,631,0,6,0.1,2,0.0,0,0.0
204.8,0.0,13.3,628,0,6,0.1,2,0.0,0,0.0
204.8,0.0,13.3,627,0,6,0.1,2,0.0,0,0.0
204.8,0.0,13.3,631,0,6,0.1,2,0.0,0,-3.8
204.8,0.0,13.3,629,0,6,0.1,2,0.0,0,-3.4
204.8,0.0,13.3,629,0,6,0.1,2,0.0,0,-3.4
204.8,0.0,13.3,626,0,6,0.1,2,0.0,0,-2.3
204.8,0.0,13.3,628,0,6,0.1,2,0.0,0,-2.3
204.8,0.0,13.3,629,0,6,0.1,2,0.0,0,-2.7
204.8,0.0,13.3,627,0,6,0.1,2,0.0,0,-2.3
204.8,0.0,13.3,630,0,6,0.1,2,0.0,0,0.0
192.0,0.0,14.9,1315,1,5,1.6,1,0.0,4,-4.6
1036.8,0.0,19.2,1588,1,5,2.0,1,0.0,4,-1.3
857.6,0.0,18.0,1647,1,5,0.9,1,7.5,0,-2.4
691.2,0.0,16.9,1780,1,5,0.4,1,0.0,4,-8.5
716.8,0.0,17.6,1416,2,5,0.4,1,0.0,4,-11.8
1100.8,0.0,20.4,1667,2,5,0.8,1,0.0,0,-5.4
1804.8,0.0,25.5,2007,2,5,1.5,1,0.0,0,-7.4
1254.4,0.0,19.6,2048,2,5,0.7,1,2.0,4,-4.2
1100.8,0.0,19.6,1904,3,5,0.5,1,4.5,0,-0.4
1190.4,0.0,20.0,1787,3,5,0.6,1,5.0,0,-1.2
1190.4,0.0,19.6,1824,3,5,0.6,1,5.0,0,-1.6
1126.4,0.0,19.6,1836,3,5,0.5,1,5.5,0,-1.6
1804.8,0.0,24.7,2091,3,5,0.9,1,5.5,0,2.1
1638.4,0.0,22.4,2125,3,5,0.7,1,5.0,0,1.6
627.2,0.0,16.1,1812,3,5,0.0,1,5.5,0,1.3
358.4,0.0,14.5,1331,4,5,-0.2,1,5.0,0,1.1
217.6,0.0,13.3,997,4,5,-0.3,1,3.5,0,9.5
268.8,0.0,14.1,1023,4,5,-0.3,1,2.5,20,29.3
1280.0,0.0,21.6,1793,4,5,0.4,1,2.5,8,42.1
1715.2,0.0,23.9,1991,4,5,0.7,1,2.5,8,52.2
1254.4,0.0,20.4,1781,4,5,0.4,1,2.0,8,40.7
601.6,0.0,15.3,1651,4,5,0.0,1,2.0,20,14.0
332.8,0.0,14.5,1620,4,5,-0.2,1,2.5,8,7.7
217.6,0.0,14.1,1554,4,5,-0.4,1,2.5,0,13.8
179.2,0.0,15.7,1506,4,5,-0.3,1,2.5,8,2.1
448.0,0.0,15.3,1482,4,5,-0.1,1,2.5,0,1.9
857.6,0.0,18.8,1505,4,5,0.2,1,2.5,0,2.2
2022.4,0.0,44.3,1916,4,5,0.7,1,2.5,0,-3.4
2636.8,0.0,80.4,2240,4,5,0.9,1,2.5,0,-3.7
2112.0,0.0,27.1,2127,4,5,0.7,1,2.0,0,-1.6
1433.6,0.0,21.6,2023,4,5,0.4,1,2.0,4,5.1
230.4,0.0,20.0,2049,4,5,0.3,1,2.0,0,6.7
768.0,0.0,17.3,1971,4,5,0.0,1,2.0,0,8.5
1177.6,0.0,21.6,1634,5,5,0.3,1,2.0,0,7.0
1331.2,0.0,24.3,1470,5,5,0.4,1,2.5,0,3.2
1433.6,0.0,24.7,1494,5,5,0.4,1,3.5,0,4.4
1715.2,0.0,25.5,1947,5,5,0.5,1,4.0,0,5.5
1958.4,0.0,28.2,2045,5,5,0.6,1,5.0,0,7.6
2176.0,0.0,32.5,2062,5,5,0.6,1,6.0,0,6.5
2457.6,0.0,41.2,2135,5,5,0.7,1,6.5,0,5.6
2214.4,0.0,31.4,2073,5,5,0.6,1,7.5,0,4.4
2112.0,0.0,29.8,2059,5,5,0.6,1,8.0,0,2.1
2060.8,0.0,29.0,2054,5,5,0.6,1,8.5,0,2.6
2496.0,0.0,60.0,2209,4,5,0.6,1,8.5,0,2.8
2969.6,0.0,75.7,2417,4,5,0.9,1,8.5,0,-2.3
2662.4,0.0,47.1,2279,4,5,0.8,1,8.5,0,0.4
1996.8,0.0,25.5,2181,4,5,0.6,1,8.0,0,1.2
1395.2,0.0,20.8,2133,4,5,0.4,1,8.5,0,6.0
1356.8,0.0,21.2,2109,4,5,0.4,1,8.5,4,13.8
1369.6,0.0,21.2,2085,4,5,0.4,1,8.0,0,16.4
1395.2,0.0,21.2,2063,4,5,0.4,1,8.0,0,17.8
1369.6,0.0,21.2,2046,4,5,0.4,1,8.5,0,13.7
1356.8,0.0,21.2,2035,4,5,0.5,1,8.0,0,11.6
1280.0,0.0,19.6,2033,4,5,0.4,1,7.5,0,11.6
460.8,0.0,14.5,1945,4,5,-0.2,1,6.5,0,12.8
76.8,0.0,14.9,1511,4,5,-0.4,1,5.5,4,20.7
0.0,0.0,13.3,1164,4,5,-0.4,1,4.0,0,20.3
192.0,0.0,12.9,1095,4,5,-0.4,1,4.0,4,13.7
268.8,0.0,13.7,1387,4,5,-0.3,1,3.0,0,10.8
460.8,0.0,15.7,1728,4,5,-0.2,1,2.0,4,6.2
832.0,0.0,18.4,1804,4,5,0.1,1,1.0,0,8.8
1062.4,0.0,19.2,1839,4,5,0.3,1,1.0,0,11.3
537.6,0.0,14.9,1732,4,5,-0.1,1,1.5,0,9.1
